alias,categories_0_alias,categories_0_title,categories_1_alias,categories_1_title,categories_2_alias,categories_2_title,coordinates_latitude,coordinates_longitude,display_phone,distance,id,image_url,is_closed,location_address1,location_address2,location_address3,location_city,location_country,location_display_address_0,location_display_address_1,location_display_address_2,location_state,location_zip_code,name,phone,price,rating,review_count,transactions_0,transactions_1,url
tapioca-express-san-diego-3,bubbletea,Bubble Tea,coffee,Coffee & Tea,taiwanese,Taiwanese,32.584625,-117.039162,(619) 428-5508,9836.345324497188,Ef2-73_Ru3dqEorNzwzk9g,https://s3-media4.fl.yelpcdn.com/bphoto/8HRrX1kZpxUKQEmEo42R_g/o.jpg,False,4370 Palm Ave,Ste Q,,San Diego,US,4370 Palm Ave,Ste Q,"San Diego, CA 92154",CA,92154,Tapioca Express,+16194285508,$,3.5,112,,,https://www.yelp.com/biz/tapioca-express-san-diego-3?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tapioca-express-chula-vista-4,bubbletea,Bubble Tea,coffee,Coffee & Tea,taiwanese,Taiwanese,32.60512,-117.04011,(619) 422-2046,9051.690491592137,clx5ZKNbqNSGZ5B-11Ya0A,https://s3-media3.fl.yelpcdn.com/bphoto/MV5s8cJXMJbW58GBz3LZNw/o.jpg,False,285 E Orange Ave,,,Chula Vista,US,285 E Orange Ave,"Chula Vista, CA 91911",,CA,91911,Tapioca Express,+16194222046,$,3.5,31,,,https://www.yelp.com/biz/tapioca-express-chula-vista-4?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
panda-express-san-ysidro-2,chinese,Chinese,hotdogs,Fast Food,bubbletea,Bubble Tea,32.5452651,-117.0392099,(619) 271-8889,12709.76435353622,E5I4yXA-8tgn7izDi3wiyw,https://s3-media3.fl.yelpcdn.com/bphoto/Nr2v5K9qvg_lquigxRtJjw/o.jpg,False,4463 Camino De La Plz,Ste 107,,San Ysidro,US,4463 Camino De La Plz,Ste 107,"San Ysidro, CA 92173",CA,92173,Panda Express,+16192718889,$,2.5,27,,,https://www.yelp.com/biz/panda-express-san-ysidro-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
beachin-boba-san-marcos-2,bubbletea,Bubble Tea,foodtrucks,Food Trucks,catering,Caterers,33.13157,-117.22549,(760) 496-8722,69686.76016057524,5-C507I1pIn8sskMDyAYGw,https://s3-media2.fl.yelpcdn.com/bphoto/Fu3k6yyToH3SF3E7qyamcw/o.jpg,False,,,,San Marcos,US,"San Marcos, CA 92083",,,CA,92083,Beachin' Boba,+17604968722,$,4.5,18,,,https://www.yelp.com/biz/beachin-boba-san-marcos-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
wahine-kai-shave-ice-kona-coffee-and-tea-station-san-diego-12,shavedice,Shaved Ice,bubbletea,Bubble Tea,coffee,Coffee & Tea,32.9359641908203,-117.10127055645,(858) 831-0903,25452.845216515663,ntYt449tV2QyrVVNOEgHug,https://s3-media4.fl.yelpcdn.com/bphoto/b2K855baBFEmEq3PdS5kyg/o.jpg,False,10545 Scripps Poway Pkwy,Ste B,,San Diego,US,10545 Scripps Poway Pkwy,Ste B,"San Diego, CA 92131",CA,92131,"Wahine Kai Shave Ice, Kona Coffee and Tea Station",+18588310903,$,4.5,420,,,https://www.yelp.com/biz/wahine-kai-shave-ice-kona-coffee-and-tea-station-san-diego-12?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
bale-french-sandwiches-san-diego-5,sandwiches,Sandwiches,bubbletea,Bubble Tea,,,32.9173849,-117.1227156,(858) 566-7711,28097.273531232364,11Vs6AA3en-UUWnU3dVE0Q,https://s3-media3.fl.yelpcdn.com/bphoto/IMoD1qxE-MYn_LcysiDDfg/o.jpg,False,9396 Mira Mesa Blvd,Ste C,,San Diego,US,9396 Mira Mesa Blvd,Ste C,"San Diego, CA 92126",CA,92126,Bale French Sandwiches,+18585667711,$,4.0,519,,,https://www.yelp.com/biz/bale-french-sandwiches-san-diego-5?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
kung-fu-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,32.8300915,-117.1530821,(858) 384-6497,35365.69574347719,mD3ebYm4loK1xqbHmdy8hA,https://s3-media3.fl.yelpcdn.com/bphoto/GGZeRGpd0j5D01aEZiesQw/o.jpg,False,4869 Convoy St,,,San Diego,US,4869 Convoy St,"San Diego, CA 92111",,CA,92111,Kung Fu Tea,+18583846497,$,4.5,1019,,,https://www.yelp.com/biz/kung-fu-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
trinitea-tea-san-diego-2,coffee,Coffee & Tea,desserts,Desserts,bubbletea,Bubble Tea,32.8033981323242,-117.01065826416,(619) 337-2670,28272.561741397265,2MZhZUKvYSUEoZgPa7NDtw,https://s3-media1.fl.yelpcdn.com/bphoto/cC1YmP3JeEY5EnCLxE4Ryg/o.jpg,False,8680 Navajo Rd,Ste 109,,San Diego,US,8680 Navajo Rd,Ste 109,"San Diego, CA 92119",CA,92119,Trinitea Tea,+16193372670,$,4.0,385,pickup,,https://www.yelp.com/biz/trinitea-tea-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
kung-fu-tea-santee-santee,bubbletea,Bubble Tea,coffee,Coffee & Tea,icecream,Ice Cream & Frozen Yogurt,32.838088,-116.989825,(619) 312-0880,23990.239264411248,vsWkEMrOVKowdgdf6-VhOg,https://s3-media4.fl.yelpcdn.com/bphoto/pF6iOHTmy6wizoQVfZ9z3Q/o.jpg,False,9535 Mission Gorge Rd,Ste I,,Santee,US,9535 Mission Gorge Rd,Ste I,"Santee, CA 92071",CA,92071,Kung Fu Tea - Santee,+16193120880,$,4.5,143,,,https://www.yelp.com/biz/kung-fu-tea-santee-santee?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
boba-bar-and-desserts-san-diego-2,desserts,Desserts,bubbletea,Bubble Tea,waffles,Waffles,32.8245326816212,-117.15459,(858) 226-3903,35875.8378633071,xSutIAroDpRZO3pLqUKStA,https://s3-media4.fl.yelpcdn.com/bphoto/1MZpSNnmZwweeatTyQma4w/o.jpg,False,4619 Convoy St,,,San Diego,US,4619 Convoy St,"San Diego, CA 92111",,CA,92111,Boba Bar and Desserts,+18582263903,$,4.5,741,,,https://www.yelp.com/biz/boba-bar-and-desserts-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
serenitea-san-marcos,coffee,Coffee & Tea,bubbletea,Bubble Tea,,,33.13564,-117.18629,(858) 924-2910,34360.5710003576,WqwCC_aiO7VgeEgCCKPrdw,https://s3-media2.fl.yelpcdn.com/bphoto/fwEw52ldxHud5hPsyBrZMQ/o.jpg,False,940 W San Marcos Blvd,,,San Marcos,US,940 W San Marcos Blvd,"San Marcos, CA 92078",,CA,92078,Serenitea,+18589242910,$,5.0,232,pickup,delivery,https://www.yelp.com/biz/serenitea-san-marcos?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tasty-pot-san-diego,taiwanese,Taiwanese,bubbletea,Bubble Tea,hotpot,Hot Pot,32.9170554131269,-117.123420238495,(858) 492-7939,28158.780806616513,4aTfGy4yo2kzsrdqe882Vg,https://s3-media2.fl.yelpcdn.com/bphoto/bUTpbQkNLtOZIlZ-gmrirw/o.jpg,False,9379 Mira Mesa Blvd,,,San Diego,US,9379 Mira Mesa Blvd,"San Diego, CA 92126",,CA,92126,Tasty Pot,+18584927939,$$,4.0,237,,,https://www.yelp.com/biz/tasty-pot-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
oo-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,taiwanese,Taiwanese,32.83338,-117.16081,(858) 505-9535,35756.77855079812,VDmNScLHOoxcXcHRKDTHTQ,https://s3-media3.fl.yelpcdn.com/bphoto/9PRuR2LVGNPHgthqMghyTQ/o.jpg,False,7330 Clairemont Mesa Blvd,Ste A106,,San Diego,US,7330 Clairemont Mesa Blvd,Ste A106,"San Diego, CA 92111",CA,92111,OO Tea,+18585059535,$,4.0,421,,,https://www.yelp.com/biz/oo-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
camellia-rd-tea-bar-san-diego,bubbletea,Bubble Tea,desserts,Desserts,coffee,Coffee & Tea,32.832212,-117.146863,(858) 384-6486,34787.62970418524,po7okH9Bmoy-qwhVjbcCQg,https://s3-media3.fl.yelpcdn.com/bphoto/SxGw4m6MMsmVMaHLJYb_CQ/o.jpg,False,8199 Clairemont Mesa Blvd,Ste H,,San Diego,US,8199 Clairemont Mesa Blvd,Ste H,"San Diego, CA 92111",CA,92111,Camellia Rd Tea Bar,+18583846486,$,4.5,230,pickup,delivery,https://www.yelp.com/biz/camellia-rd-tea-bar-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
boba-bar-and-desserts-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,waffles,Waffles,32.8319174050262,-117.155500461902,(858) 277-1388,35460.52142045876,WVOzKDOZ4UKvjycdkxvrXA,https://s3-media4.fl.yelpcdn.com/bphoto/fVlkGHDUmZ08DLa9JAxidQ/o.jpg,False,7655 Clairemont Mesa Blvd,,,San Diego,US,7655 Clairemont Mesa Blvd,"San Diego, CA 92111",,CA,92111,Boba Bar and Desserts,+18582771388,$,4.0,375,,,https://www.yelp.com/biz/boba-bar-and-desserts-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tasty-pot-san-diego-4,taiwanese,Taiwanese,hotpot,Hot Pot,bubbletea,Bubble Tea,32.82667,-117.15579,(619) 717-6671,35761.629678959944,USOxb89lhDhLvJ92-pkJbQ,https://s3-media3.fl.yelpcdn.com/bphoto/m3dXyUZnm1mLVc7GqWfO-Q/o.jpg,False,4698 Convoy St,Ste 107,,San Diego,US,4698 Convoy St,Ste 107,"San Diego, CA 92111",CA,92111,Tasty Pot,+16197176671,$$,4.0,370,,,https://www.yelp.com/biz/tasty-pot-san-diego-4?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
gotcha-tea-san-diego,bubbletea,Bubble Tea,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,32.83067,-117.13883,(858) 430-6679,34242.191437150395,LS0dq_TqNRMXj0ovsjsBrQ,https://s3-media3.fl.yelpcdn.com/bphoto/g7Hz317D8VKFAx3Jgza_fw/o.jpg,False,5375 Kearny Villa Rd,Ste 114,,San Diego,US,5375 Kearny Villa Rd,Ste 114,"San Diego, CA 92123",CA,92123,Gotcha Tea,+18584306679,$,4.5,178,,,https://www.yelp.com/biz/gotcha-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
sd-boba-tea-san-diego-boba-tea-cafe-national-city-14,desserts,Desserts,coffee,Coffee & Tea,bubbletea,Bubble Tea,32.6773349,-117.0950765,(619) 477-8327,44343.66166583565,nq1CRAY02DBsstlVIqmEzg,https://s3-media3.fl.yelpcdn.com/bphoto/cLTnD19qtUaY-afmK9wW4g/o.jpg,False,1105 E Plaza Blvd,Ste A,,National City,US,1105 E Plaza Blvd,Ste A,"National City, CA 91950",CA,91950,SD Boba Tea - San Diego Boba Tea Cafe,+16194778327,$,4.5,508,,,https://www.yelp.com/biz/sd-boba-tea-san-diego-boba-tea-cafe-national-city-14?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
55-thai-kitchen-san-diego,thai,Thai,noodles,Noodles,bubbletea,Bubble Tea,32.71564,-117.13795,(619) 955-5501,43192.26570914824,4gcxX2VM9EDCRe2gg21hAg,https://s3-media1.fl.yelpcdn.com/bphoto/Oga20nGWIM8JsHZhFodcow/o.jpg,False,2601 Broadway,,,San Diego,US,2601 Broadway,"San Diego, CA 92102",,CA,92102,55 Thai Kitchen,+16199555501,$,4.5,406,,,https://www.yelp.com/biz/55-thai-kitchen-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
its-boba-time-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,32.8190361378292,-117.155303321779,(858) 877-9006,36297.259357398725,Ng00Ym8IXh_FYCIAdxW1Lg,https://s3-media4.fl.yelpcdn.com/bphoto/JWbzxVSDPIL_lY6KlulJzw/o.jpg,False,4344 Convoy St,,,San Diego,US,4344 Convoy St,"San Diego, CA 92111",,CA,92111,It's Boba Time,+18588779006,$,3.5,699,,,https://www.yelp.com/biz/its-boba-time-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
21-c-snowflake-san-diego-3,icecream,Ice Cream & Frozen Yogurt,shavedice,Shaved Ice,bubbletea,Bubble Tea,32.8284880183328,-117.153817358752,(858) 987-0168,35556.511766206044,m0ccfnF2c_5VzeayY9qqZg,https://s3-media2.fl.yelpcdn.com/bphoto/Bt6wVpPhej0Aqc8f80L3Mg/o.jpg,False,4764 Convoy St,Unit C,,San Diego,US,4764 Convoy St,Unit C,"San Diego, CA 92111",CA,92111,-21°C Snowflake,+18589870168,$,4.0,214,,,https://www.yelp.com/biz/21-c-snowflake-san-diego-3?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
m-i-tea-express-san-diego-2,bubbletea,Bubble Tea,coffee,Coffee & Tea,desserts,Desserts,32.8313644924409,-117.154286871025,(858) 467-9888,35404.19072699392,EWVYI7Z-WCU0U0T67cSI4Q,https://s3-media2.fl.yelpcdn.com/bphoto/Oh-Bth-ELPBH-kizK0vnHA/o.jpg,False,7655 Clairemont Mesa Blvd,Ste 502,,San Diego,US,7655 Clairemont Mesa Blvd,Ste 502,"San Diego, CA 92111",CA,92111,M.I.Tea Express,+18584679888,$,3.5,378,,,https://www.yelp.com/biz/m-i-tea-express-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
infini-tea-san-diego-2,tea,Tea Rooms,chinese,Chinese,bubbletea,Bubble Tea,32.8267581508913,-117.155801118716,(858) 268-8836,35819.7150015817,eYq6zelrv9Gk_fZRtcCElA,https://s3-media3.fl.yelpcdn.com/bphoto/2IT9W8xz9fL3tJxZy2F6sA/o.jpg,False,4690 Convoy St,Ste 111,,San Diego,US,4690 Convoy St,Ste 111,"San Diego, CA 92111",CA,92111,Infini Tea,+18582688836,$,3.5,581,delivery,,https://www.yelp.com/biz/infini-tea-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
happy-lemon-san-diego-2,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,coffee,Coffee & Tea,32.82473,-117.15458,(858) 430-6800,35848.984015571084,dbfZ7f4mQz1eoGRW4DQEHQ,https://s3-media4.fl.yelpcdn.com/bphoto/ZxK2CplOUw-0duSyiF3Gjg/o.jpg,False,4633 Convoy St,Ste 107,,San Diego,US,4633 Convoy St,Ste 107,"San Diego, CA 92111",CA,92111,Happy Lemon,+18584306800,$,4.5,180,,,https://www.yelp.com/biz/happy-lemon-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
wahine-kai-shave-ice-kona-coffee-and-tea-station-san-diego-12,shavedice,Shaved Ice,bubbletea,Bubble Tea,coffee,Coffee & Tea,32.9359641908203,-117.10127055645,(858) 831-0903,25452.845216515663,ntYt449tV2QyrVVNOEgHug,https://s3-media4.fl.yelpcdn.com/bphoto/b2K855baBFEmEq3PdS5kyg/o.jpg,False,10545 Scripps Poway Pkwy,Ste B,,San Diego,US,10545 Scripps Poway Pkwy,Ste B,"San Diego, CA 92131",CA,92131,"Wahine Kai Shave Ice, Kona Coffee and Tea Station",+18588310903,$,4.5,420,,,https://www.yelp.com/biz/wahine-kai-shave-ice-kona-coffee-and-tea-station-san-diego-12?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
bale-french-sandwiches-san-diego-5,sandwiches,Sandwiches,bubbletea,Bubble Tea,,,32.9173849,-117.1227156,(858) 566-7711,28097.273531232364,11Vs6AA3en-UUWnU3dVE0Q,https://s3-media3.fl.yelpcdn.com/bphoto/IMoD1qxE-MYn_LcysiDDfg/o.jpg,False,9396 Mira Mesa Blvd,Ste C,,San Diego,US,9396 Mira Mesa Blvd,Ste C,"San Diego, CA 92126",CA,92126,Bale French Sandwiches,+18585667711,$,4.0,519,,,https://www.yelp.com/biz/bale-french-sandwiches-san-diego-5?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
kung-fu-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,32.8300915,-117.1530821,(858) 384-6497,35365.69574347719,mD3ebYm4loK1xqbHmdy8hA,https://s3-media3.fl.yelpcdn.com/bphoto/GGZeRGpd0j5D01aEZiesQw/o.jpg,False,4869 Convoy St,,,San Diego,US,4869 Convoy St,"San Diego, CA 92111",,CA,92111,Kung Fu Tea,+18583846497,$,4.5,1019,,,https://www.yelp.com/biz/kung-fu-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
trinitea-tea-san-diego-2,coffee,Coffee & Tea,desserts,Desserts,bubbletea,Bubble Tea,32.8033981323242,-117.01065826416,(619) 337-2670,28272.561741397265,2MZhZUKvYSUEoZgPa7NDtw,https://s3-media1.fl.yelpcdn.com/bphoto/cC1YmP3JeEY5EnCLxE4Ryg/o.jpg,False,8680 Navajo Rd,Ste 109,,San Diego,US,8680 Navajo Rd,Ste 109,"San Diego, CA 92119",CA,92119,Trinitea Tea,+16193372670,$,4.0,385,pickup,,https://www.yelp.com/biz/trinitea-tea-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
kung-fu-tea-santee-santee,bubbletea,Bubble Tea,coffee,Coffee & Tea,icecream,Ice Cream & Frozen Yogurt,32.838088,-116.989825,(619) 312-0880,23990.239264411248,vsWkEMrOVKowdgdf6-VhOg,https://s3-media4.fl.yelpcdn.com/bphoto/pF6iOHTmy6wizoQVfZ9z3Q/o.jpg,False,9535 Mission Gorge Rd,Ste I,,Santee,US,9535 Mission Gorge Rd,Ste I,"Santee, CA 92071",CA,92071,Kung Fu Tea - Santee,+16193120880,$,4.5,143,,,https://www.yelp.com/biz/kung-fu-tea-santee-santee?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
boba-bar-and-desserts-san-diego-2,desserts,Desserts,bubbletea,Bubble Tea,waffles,Waffles,32.8245326816212,-117.15459,(858) 226-3903,35875.8378633071,xSutIAroDpRZO3pLqUKStA,https://s3-media4.fl.yelpcdn.com/bphoto/1MZpSNnmZwweeatTyQma4w/o.jpg,False,4619 Convoy St,,,San Diego,US,4619 Convoy St,"San Diego, CA 92111",,CA,92111,Boba Bar and Desserts,+18582263903,$,4.5,741,,,https://www.yelp.com/biz/boba-bar-and-desserts-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
serenitea-san-marcos,coffee,Coffee & Tea,bubbletea,Bubble Tea,,,33.13564,-117.18629,(858) 924-2910,34360.5710003576,WqwCC_aiO7VgeEgCCKPrdw,https://s3-media2.fl.yelpcdn.com/bphoto/fwEw52ldxHud5hPsyBrZMQ/o.jpg,False,940 W San Marcos Blvd,,,San Marcos,US,940 W San Marcos Blvd,"San Marcos, CA 92078",,CA,92078,Serenitea,+18589242910,$,5.0,232,delivery,pickup,https://www.yelp.com/biz/serenitea-san-marcos?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tasty-pot-san-diego,taiwanese,Taiwanese,bubbletea,Bubble Tea,hotpot,Hot Pot,32.9170554131269,-117.123420238495,(858) 492-7939,28158.780806616513,4aTfGy4yo2kzsrdqe882Vg,https://s3-media2.fl.yelpcdn.com/bphoto/bUTpbQkNLtOZIlZ-gmrirw/o.jpg,False,9379 Mira Mesa Blvd,,,San Diego,US,9379 Mira Mesa Blvd,"San Diego, CA 92126",,CA,92126,Tasty Pot,+18584927939,$$,4.0,237,,,https://www.yelp.com/biz/tasty-pot-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
oo-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,taiwanese,Taiwanese,32.83338,-117.16081,(858) 505-9535,35756.77855079812,VDmNScLHOoxcXcHRKDTHTQ,https://s3-media3.fl.yelpcdn.com/bphoto/9PRuR2LVGNPHgthqMghyTQ/o.jpg,False,7330 Clairemont Mesa Blvd,Ste A106,,San Diego,US,7330 Clairemont Mesa Blvd,Ste A106,"San Diego, CA 92111",CA,92111,OO Tea,+18585059535,$,4.0,421,,,https://www.yelp.com/biz/oo-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
camellia-rd-tea-bar-san-diego,bubbletea,Bubble Tea,desserts,Desserts,coffee,Coffee & Tea,32.832212,-117.146863,(858) 384-6486,34787.62970418524,po7okH9Bmoy-qwhVjbcCQg,https://s3-media3.fl.yelpcdn.com/bphoto/SxGw4m6MMsmVMaHLJYb_CQ/o.jpg,False,8199 Clairemont Mesa Blvd,Ste H,,San Diego,US,8199 Clairemont Mesa Blvd,Ste H,"San Diego, CA 92111",CA,92111,Camellia Rd Tea Bar,+18583846486,$,4.5,230,delivery,pickup,https://www.yelp.com/biz/camellia-rd-tea-bar-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
boba-bar-and-desserts-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,waffles,Waffles,32.8319174050262,-117.155500461902,(858) 277-1388,35460.52142045876,WVOzKDOZ4UKvjycdkxvrXA,https://s3-media4.fl.yelpcdn.com/bphoto/fVlkGHDUmZ08DLa9JAxidQ/o.jpg,False,7655 Clairemont Mesa Blvd,,,San Diego,US,7655 Clairemont Mesa Blvd,"San Diego, CA 92111",,CA,92111,Boba Bar and Desserts,+18582771388,$,4.0,375,,,https://www.yelp.com/biz/boba-bar-and-desserts-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tasty-pot-san-diego-4,taiwanese,Taiwanese,hotpot,Hot Pot,bubbletea,Bubble Tea,32.82667,-117.15579,(619) 717-6671,35761.629678959944,USOxb89lhDhLvJ92-pkJbQ,https://s3-media3.fl.yelpcdn.com/bphoto/m3dXyUZnm1mLVc7GqWfO-Q/o.jpg,False,4698 Convoy St,Ste 107,,San Diego,US,4698 Convoy St,Ste 107,"San Diego, CA 92111",CA,92111,Tasty Pot,+16197176671,$$,4.0,370,,,https://www.yelp.com/biz/tasty-pot-san-diego-4?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
gotcha-tea-san-diego,bubbletea,Bubble Tea,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,32.83067,-117.13883,(858) 430-6679,34242.191437150395,LS0dq_TqNRMXj0ovsjsBrQ,https://s3-media3.fl.yelpcdn.com/bphoto/g7Hz317D8VKFAx3Jgza_fw/o.jpg,False,5375 Kearny Villa Rd,Ste 114,,San Diego,US,5375 Kearny Villa Rd,Ste 114,"San Diego, CA 92123",CA,92123,Gotcha Tea,+18584306679,$,4.5,178,,,https://www.yelp.com/biz/gotcha-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
